name,brand_name,price,rating,ram,ram_GB,rom_gb,expand_rom,display,display_size,display_type,camera,rear_camera,front_camera,battery,battery_mAh,processor,processor_name
"REDMI 13c 5G (Startrail Green, 256 GB)",redmi,,4.2,8 GB RAM | 256 GB ROM,8,256,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"Tecno Pop 9 5G (Azure Sky, 128 GB)",tecno,12999,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,48MP Rear Camera | 8MP Front Camera,48MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 5G Processor,Dimensity 6300 5G 
"REDMI 12 5G (Moonstone Silver, 128 GB)",redmi,11999,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Snapdragon 4 Gen 2 Processor,Snapdragon 4 Gen 2 
"vivo T2 5G (Nitro Blaze, 128 GB)",vivo,17999,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.21 cm (6.38 inch) Full HD+ Display,16.21,Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,64 MP (OIS) + 2MP ,16MP,4500 mAh Battery,4500 ,Snapdragon 695 Processor,Snapdragon 695 
"realme 13 Pro 5G (Monet Gold, 256 GB)",realme,23999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"realme 13 Pro 5G (Emerald Green, 128 GB)",realme,21999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"REDMI 13c 5G (Starlight Black, 256 GB)",redmi,,4.2,8 GB RAM | 256 GB ROM,8,256,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"Samsung Galaxy F34 5G (Orchid Violet, 128 GB)",samsung,19999,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,50MP (OIS) + 8MP + 2MP ,13MP,6000 mAh Battery,6000 ,Exynos 1280 Processor,Exynos 1280 
"REDMI Note 14 5G (Mystique White, 128 GB)",redmi,17490,4.2,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5110 mAh Battery,5110 ,1 Year,1 Year
"Samsung Galaxy M14 5G (Icy Silver, 128 GB)",samsung,,4.2,6 GB RAM | 128 GB ROM,6,128,0,16.76 cm (6.6 inch) Display,16.76,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 year,1 year
"IQOO z9x (Tornado Green, 128 GB)",iqoo,13578,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,6000 mAh Battery,6000 ,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,Qualcomm SM6450 Snapdragon 6 Gen 1 
"MOTOROLA g24 Power (Ink blue, 128 GB)",motorola,7999,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.76 cm (6.6 inch) HD+ Display,16.76,HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,Helio G85 Processor,Helio G85 
"REDMI Note 14 5G (Phantom Purple, 128 GB)",redmi,17419,4.2,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5110 mAh Battery,5110 ,1 Year,1 Year
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)",redmi,20000,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,200MP (OIS) + 8MP + 2MP ,16MP,5100 mAh Battery,5100 ,7s Gen 2 Mobile Platform 5G Processor,7s Gen 2 Mobile Platform 5G 
"(Refurbished) POCO X5 Pro 5G (Astral Black, 256 GB)",(refurbished),18999,,8 GB RAM | 256 GB ROM |,8,256,0,6.67 inch Full HD+ Display,16.94,Full HD+ Display,108MP Rear Camera | 16MP Front Camera,108MP ,16MP,6.67 inch Full HD+ Display,6.67 inch Full HD+ Display,108MP Rear Camera | 16MP Front Camera,108MP Rear Camera | 16MP Front Camera
"REDMI 13c 5G (Startrail Silver, 256 GB)",redmi,12900,4.2,8 GB RAM | 256 GB ROM,8,256,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"vivo T2 5G (Velocity Wave, 128 GB)",vivo,15999,4.4,6 GB RAM | 128 GB ROM,6,128,0,16.21 cm (6.38 inch) Full HD+ Display,16.21,Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,64 MP (OIS) + 2MP ,16MP,4500 mAh Battery,4500 ,Snapdragon 695 Processor,Snapdragon 695 
"realme C63 (Leather Blue, 128 GB)",realme,8999,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,4,128,2048,17.13 cm (6.745 inch) HD+ Display,17.13,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5000 mAh Battery,5000 ,T612 Processor,T612 
"POCO C65 (Pastel Green, 128 GB)",poco,9499,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,50MP + AI Lens + 2MP ,8MP,5000 mAh Battery,5000 ,Helio G85 Processor,Helio G85 
"(Refurbished) MOTOROLA g14 (Pale Lilac, 128 GB)",(refurbished),6199,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.51 cm Full HD+ Display,16.51,Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera,50MP + 2MP Dual ,8MP,16.51 cm Full HD+ Display,16.51 cm Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera,50MP + 2MP Dual Rear Camera | 8MP Front Camera
"IQOO z9x (Storm Grey, 128 GB)",iqoo,17490,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,6000 mAh Battery,6000 ,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,Qualcomm SM6450 Snapdragon 6 Gen 1 
"Apple iPhone 14 (Yellow, 128 GB)",apple,52990,4.6,128 GB ROM,,128,0,15.49 cm (6.1 inch) Super Retina XDR Display,15.49,Display,12MP + 12MP | 12MP Front Camera,12MP + 12MP ,12MP,"A15 Bionic Chip, 6 Core Processor Processor","A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,1 year warranty for phone and 1 year warranty for in Box Accessories.
"Samsung Galaxy M14 5G (ICY Silver, 128 GB)",samsung,,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB,4,128,0,16.76 cm (6.6 inch) Full HD Display,16.76,Full HD Display,50MP + 50MP | 1920MP + 2MP Dual Front Camera,50MP + 50MP ,,6000 mAh Battery,6000 ,Exynos Processor,Exynos 
"POCO X6 Pro 5G (Spectre Black, 256 GB)",poco,26999,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP + 8MP + 2MP | 16MP Front Camera,64MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity D8300 Ultra Processor,Dimensity D8300 Ultra 
"Samsung Galaxy M14 5G (Berry Blue, 128 GB)",samsung,,4.2,6 GB RAM | 128 GB ROM,6,128,0,16.76 cm (6.6 inch) Display,16.76,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 year for handset and 6 month for accessories,1 year for handset and 6 month for accessories
"REDMI 12 5G (Blue, 128 GB)",redmi,11999,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Snapdragon 4 Gen 2 Processor,Snapdragon 4 Gen 2 
"IQOO Z10X 5G (Titanium, 128 GB)",iqoo,13635,4.4,6 GB RAM | 128 GB ROM,6,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,6500 mAh Battery,6500 ,1 Year Warranty on Handset and 6 Months Warranty on Accessories,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy F15 5G (Groovy Violet, 128 GB)",samsung,17999,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,6000 mAh Lithium ion Battery,6000 ,MediaTek Dimensity 6100+ Processor,MediaTek Dimensity 6100+ 
"POCO C61 (Ethereal Blue, 64 GB)",poco,7180,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4,64,1024,17.04 cm (6.71 inch) HD+ Display,17.04,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5000 mAh Battery,5000 ,Helio G36 Processor,Helio G36 
"REDMI A3X (Olive Green, 128 GB)",redmi,6999,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.04 cm (6.71 inch) HD+ Display,17.04,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 (Black, 128 GB)",apple,64900,4.6,128 GB ROM,,128,0,15.49 cm (6.1 inch) Super Retina XDR Display,15.49,Display,48MP + 12MP | 12MP Front Camera,48MP + 12MP ,12MP,"A16 Bionic Chip, 6 Core Processor Processor","A16 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,1 year warranty for phone and 1 year warranty for in Box Accessories.
"(Refurbished) POCO M5 (Power Black, 64 GB)",(refurbished),5399,,4 GB RAM | 64 GB ROM |,4,64,0,16.71 cm Full HD+ Display,16.71,Full HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,16.71 cm Full HD+ Display,16.71 cm Full HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP Rear Camera | 8MP Front Camera
"POCO C61 - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)",poco,7499,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4,64,1024,17.04 cm (6.71 inch) HD+ Display,17.04,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5000 mAh Battery,5000 ,Helio G36 Processor,Helio G36 
"Tecno Pop 9 5G (Azure Sky, 64 GB)",tecno,8699,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4,64,1024,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,48MP Rear Camera | 8MP Front Camera,48MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 5G Processor,Dimensity 6300 5G 
"Samsung Galaxy M14 5G (Berry Blue, 128 GB)",samsung,10893,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4,128,0,16.76 cm (6.6 inch) Full HD Display,16.76,Full HD Display,50MP + 50MP | 13MP + 13MP Dual Front Camera,50MP + 50MP ,,6000 mAh Battery,6000 ,Samsung Exynos 1330 Processor,Samsung Exynos 1330 
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)",redmi,18570,4.3,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,200MP (OIS) + 8MP + 2MP ,16MP,5100 mAh Battery,5100 ,7s Gen 2 Mobile Platform 5G Processor,7s Gen 2 Mobile Platform 5G 
"POCO C61 (Ethereal Blue, 128 GB)",poco,8499,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.04 cm (6.71 inch) HD+ Display,17.04,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5000 mAh Battery,5000 ,Helio G36 Processor,Helio G36 
"Samsung Galaxy M14 5G (Smoky Teal, 128 GB)",samsung,,4.2,6 GB RAM | 128 GB ROM,6,128,0,16.76 cm (6.6 inch) Display,16.76,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 year manufacturer for handset and 6 month for accessories,1 year manufacturer for handset and 6 month for accessories
"Honor 90 5G (Emerald Green, 256 GB)",honor,,4.2,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Display,17.02,Display,200MP Rear Camera,200MP ,,5000 mAh Battery,5000 ,1 year manufacturer warranty for handset & 6 months for accessories,1 year manufacturer warranty for handset & 6 months for accessories
"realme 13 Pro 5G (Monet Purple, 256 GB)",realme,23999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"realme Narzo 70 Pro 5G (Glass Gold, 256 GB)",realme,17289,4.4,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"(Refurbished) Samsung Galaxy A34 5G (Awesome Violet, 128 GB)",(refurbished),17699,,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.76 cm Full HD+ Display,16.76,Full HD+ Display,"48MP + 8, 5MP Dual Rear Camera | 13MP Front Camera","48MP + 8, 5MP Dual ",13MP,16.76 cm Full HD+ Display,16.76 cm Full HD+ Display,"48MP + 8, 5MP Dual Rear Camera | 13MP Front Camera","48MP + 8, 5MP Dual Rear Camera | 13MP Front Camera"
"POCO X5 Pro 5G (Yellow, 128 GB)",poco,17349,4.3,6 GB RAM | 128 GB ROM,6,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,108MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Qualcomm Snapdragon 778G Processor,Qualcomm Snapdragon 778G 
"realme GT 6 (Razor Green, 256 GB)",realme,28999,4.5,12 GB RAM | 256 GB ROM,12,256,0,17.22 cm (6.78 inch) Full HD+ Display,17.22,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5500 mAh Battery,5500 ,8s Gen 3 Mobile Platform Processor,8s Gen 3 Mobile Platform 
"Honor 90 5G (Diamond Silver, 256 GB)",honor,,4.2,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Display,17.02,Display,200MP Rear Camera,200MP ,,5000 mAh Battery,5000 ,1 year manufacturer warranty for handset & 6 months for accessories,1 year manufacturer warranty for handset & 6 months for accessories
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 256 GB)",oppo,15999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,16.94 cm (6.67 inch) HD Display,16.94,HD Display,32MP + 2MP | 8MP Front Camera,32MP + 2MP ,8MP,5100 mAh Battery,5100 ,Dimensity 6300 Processor,Dimensity 6300 
"IQOO Z6 Lite 5G (With Charger) (Mystic Night, 128 GB)",iqoo,,4.3,6 GB RAM | 128 GB ROM,6,128,0,16.97 cm (6.68 inch) Display,16.97,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)",iqoo,,4.3,6 GB RAM | 128 GB ROM,6,128,0,16.97 cm (6.68 inch) Display,16.97,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"Samsung Galaxy M14 5G (Smoky Teal, 128 GB)",samsung,10956,4.2,6 GB RAM | 128 GB ROM,6,128,0,16.76 cm (6.6 inch) Display,16.76,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 year manufacturer for handset and 6 month for accessories,1 year manufacturer for handset and 6 month for accessories
"Samsung Galaxy S23 FE (Cream, 128 GB)",samsung,34999,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.26 cm (6.4 inch) Full HD+ Display,16.26,Full HD+ Display,50MP + 12MP | 10MP Front Camera,50MP + 12MP ,10MP,4500 mAh Battery,4500 ,Samsung Exynos 2200 Processor,Samsung Exynos 2200 
"REDMI 13C (Black, 128 GB)",redmi,8999,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5000 mAh Battery,5000 ,Helio G85 Processor,Helio G85 
"REDMI A3X (Starry White, 128 GB)",redmi,6999,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.04 cm (6.71 inch) HD+ Display,17.04,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 13 (Starlight, 128 GB)",apple,44999,4.6,128 GB ROM,,128,0,15.49 cm (6.1 inch) Super Retina XDR Display,15.49,Display,12MP + 12MP | 12MP Front Camera,12MP + 12MP ,12MP,A15 Bionic Chip Processor,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,1 year warranty for phone and 1 year warranty for in Box Accessories.
"POCO X6 Pro 5G (Yellow, 512 GB)",poco,28999,4.3,12 GB RAM | 512 GB ROM,12,512,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP + 8MP + 2MP | 16MP Front Camera,64MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity D8300 Ultra Processor,Dimensity D8300 Ultra 
"realme 13 Pro 5G (Monet Purple, 128 GB)",realme,21999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"(Refurbished) POCO X3 Pro (Graphite Black, 128 GB)",(refurbished),8499,4.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,6.67 inch Full HD+ Display,16.94,Full HD+ Display,48MP + 8MP Dual Rear Camera | 20MP Front Camera,48MP + 8MP Dual ,20MP,6.67 inch Full HD+ Display,6.67 inch Full HD+ Display,48MP + 8MP Dual Rear Camera | 20MP Front Camera,48MP + 8MP Dual Rear Camera | 20MP Front Camera
"LAVA Blaze X 5G (Titanium Grey, 128 GB)",lava,14899,4.2,4 GB RAM | 128 GB ROM,4,128,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP Rear Camera,64MP ,,5000 mAh Battery,5000 ,1 Year Handset Warranty and 6 Months Warranty on Accessories,1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI Note 13 5G (Arctic White, 256 GB)",redmi,,4.2,12 GB RAM | 256 GB ROM,12,256,0,16.94 cm (6.67 inch) Display,16.94,Display,108MP Rear Camera,108MP ,,5000 mAh Battery,5000 ,1 Year Brand Warranty,1 Year Brand Warranty
"realme 13 5G Up to 18GB Dynamic RAM | AI Dual Camera | Dimensity 6300 Processor (Speed Green, 256 GB)",realme,16499,4.1,8 GB RAM | 256 GB ROM,8,256,0,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"POCO F5 5G (Carbon Black, 256 GB)",poco,29999,4.4,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,64MP (OIS) + 8MP + 2MP | 16MP Front Camera,64MP (OIS) + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor,Qualcomm Snapdragon 7+ Gen 2 (4nm) 
"REDMI A3X (Ocean Green, 128 GB)",redmi,6999,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.04 cm (6.71 inch) HD+ Display,17.04,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C65 (Pastel Blue, 128 GB)",poco,9499,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,50MP + AI Lens + 2MP ,8MP,5000 mAh Battery,5000 ,Helio G85 Processor,Helio G85 
"Infinix Smart 8 Plus (Shiny Gold, 128 GB)",infinix,7799,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,4,128,2048,16.76 cm (6.6 inch) HD+ Display,16.76,HD+ Display,50MP + AI Lens | 8MP Front Camera,50MP + AI Lens ,8MP,6000 mAh Battery,6000 ,Mediatek Helio G36 Processor,Mediatek Helio G36 
"(Refurbished) REDMI K50i 5G (Phantom Blue, 128 GB)",(refurbished),18299,,6 GB RAM | 128 GB ROM |,6,128,0,6.6 inch Display,16.76,Display,64MP Rear Camera,64MP ,,6.6 inch Display,6.6 inch Display,64MP Rear Camera,64MP Rear Camera
"Samsung Galaxy S23 FE (Graphite, 128 GB)",samsung,38990,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.26 cm (6.4 inch) Full HD+ Display,16.26,Full HD+ Display,50MP + 12MP | 10MP Front Camera,50MP + 12MP ,10MP,4500 mAh Battery,4500 ,Samsung Exynos 2200 Processor,Samsung Exynos 2200 
"realme NARZO N63 (Leather Blue, 64 GB)",realme,7354,4.3,4 GB RAM | 64 GB ROM,4,64,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 year manufacture warranty,1 year manufacture warranty
"Tecno Pop 9 5G (Aurora Cloud, 128 GB)",tecno,12999,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,48MP Rear Camera | 8MP Front Camera,48MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 5G Processor,Dimensity 6300 5G 
"POCO F5 5G (Electric Blue, 256 GB)",poco,29999,4.4,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,64MP (OIS) + 8MP + 2MP | 16MP Front Camera,64MP (OIS) + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor,Qualcomm Snapdragon 7+ Gen 2 (4nm) 
"realme GT 6 (Fluid Silver, 256 GB)",realme,27999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.22 cm (6.78 inch) Full HD+ Display,17.22,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5500 mAh Battery,5500 ,8s Gen 3 Mobile Platform Processor,8s Gen 3 Mobile Platform 
"Tecno Pop 9 5G (Midnight Shadow, 128 GB)",tecno,9499,3.9,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,48MP Rear Camera | 8MP Front Camera,48MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 5G Processor,Dimensity 6300 5G 
"Honor 90 5G (Midnight Black, 512 GB)",honor,29999,4.2,12 GB RAM | 512 GB ROM,12,512,0,17.02 cm (6.7 inch) Display,17.02,Display,200MP Rear Camera,200MP ,,5000 mAh Battery,5000 ,1 year manufacturer warranty for handset & 6 months for accessories,1 year manufacturer warranty for handset & 6 months for accessories
"realme 13 Pro 5G (Monet Gold, 256 GB)",realme,32999,4.3,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"Samsung Galaxy F15 5G (Jazzy Green, 128 GB)",samsung,15399,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,6000 mAh Lithium ion Battery,6000 ,MediaTek Dimensity 6100+ Processor,MediaTek Dimensity 6100+ 
"realme GT 6 (Razor Green, 256 GB)",realme,27999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.22 cm (6.78 inch) Full HD+ Display,17.22,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5500 mAh Battery,5500 ,8s Gen 3 Mobile Platform Processor,8s Gen 3 Mobile Platform 
"Honor 200 Pro 5G (Ocean Cyan, 512 GB)",honor,57999,4.1,12 GB RAM | 512 GB ROM,12,512,0,17.22 cm (6.78 inch) Full HD+ Super AMOLED Display,17.22,Display,50MP + 50MP + 12MP | 50MP Front Camera,50MP + 50MP + 12MP ,50MP,5200 mAh Battery,5200 ,Snapdragon 8s Gen 3 Processor,Snapdragon 8s Gen 3 
"Honor 200 Pro 5G (Black, 512 GB)",honor,36999,4.1,12 GB RAM | 512 GB ROM,12,512,0,17.22 cm (6.78 inch) Full HD+ Super AMOLED Display,17.22,Display,50MP + 50MP + 12MP | 50MP Front Camera,50MP + 50MP + 12MP ,50MP,5200 mAh Battery,5200 ,Snapdragon 8s Gen 3 Processor,Snapdragon 8s Gen 3 
"realme C63 (Jade Green, 64 GB)",realme,8499,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,4,64,2048,17.13 cm (6.745 inch) HD+ Display,17.13,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5000 mAh Battery,5000 ,T612 Processor,T612 
