name,brand_name,price,rating,ram,ram_GB,rom_gb,expand_rom,display,display_size,display_type,camera,rear_camera,front_camera,battery,battery_mAh,processor,processor_name
"POCO X6 Neo 5G (Astral Black, 128 GB)",poco,13990,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,108MP + 2MP | 16MP Front Camera,108MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6080 Processor,Dimensity 6080 
"POCO X6 5G (Snowstorm White, 256 GB)",poco,18899,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP + 8MP + 2MP | 16MP Front Camera,64MP + 8MP + 2MP ,16MP,5100 mAh Battery,5100 ,7s Gen 2 Mobile Platform 5G Processor,7s Gen 2 Mobile Platform 5G 
"(Refurbished) POCO X5 5G (Supernova Green, 128 GB)",(refurbished),10999,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,6.67 inch Full HD+ Display,16.94,Full HD+ Display,"48MP + 8, 2MP Dual Rear Camera | 13MP Front Camera","48MP + 8, 2MP Dual ",13MP,6.67 inch Full HD+ Display,6.67 inch Full HD+ Display,"48MP + 8, 2MP Dual Rear Camera | 13MP Front Camera","48MP + 8, 2MP Dual Rear Camera | 13MP Front Camera"
"realme P1 5G (Feather Blue, 128 GB)",realme,,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6,128,2048,16.94 cm (6.67 inch) Full HD+ AMOLED Display,16.94,Display,50MP + 50MP + 2MP | 16MP + 16MP Dual Front Camera,50MP + 50MP + 2MP ,,5000 mAh Battery,5000 ,Dimensity 7050 Processor,Dimensity 7050 
"POCO M6 5G (Galactic Black, 128 GB)",poco,10999,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 5MP Front Camera,50MP ,5MP,5000 mAh Battery,5000 ,Mediatek Dimensity 6100+ Processor,Mediatek Dimensity 6100+ 
"POCO M6 5G (Orion Blue, 128 GB)",poco,10499,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 5MP Front Camera,50MP ,5MP,5000 mAh Battery,5000 ,Mediatek Dimensity 6100+ Processor,Mediatek Dimensity 6100+ 
"CMF by Nothing Phone 1 (Orange, 128 GB)",cmf,17999,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 5G Processor,Dimensity 7300 5G 
"realme 13 5G (Speed Green, 256 GB)",realme,19999,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"(Refurbished) POCO M6 Pro 5G (Power Black, 256 GB)",(refurbished),10699,,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.25 cm Full HD+ Display,17.25,Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera,50MP + 2MP Dual ,8MP,17.25 cm Full HD+ Display,17.25 cm Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera,50MP + 2MP Dual Rear Camera | 8MP Front Camera
"POCO X6 Neo 5G (Horizon Blue, 128 GB)",poco,13990,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,108MP + 2MP | 16MP Front Camera,108MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6080 Processor,Dimensity 6080 
"realme 12+ 5G (Navigator Beige, 256 GB)",realme,15999,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,50MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7050 Processor,Dimensity 7050 
"realme 13 5G (Speed Green, 256 GB)",realme,23999,,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,12,256,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"OPPO Reno 12 5G (Matte Brown, 256 GB)",oppo,32999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5000 mAh Battery,5000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"Nothing Phone (2a) 5G (Blue, 256 GB)",nothing,26999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,50MP (OIS) + 50MP ,32MP,5000 mAh Battery,5000 ,Dimensity 7200 Pro Processor,Dimensity 7200 Pro 
"realme 12+ 5G (Navigator Beige, 128 GB)",realme,14999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,50MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7050 Processor,Dimensity 7050 
"(Refurbished) POCO M6 Pro 5G (Forest Green, 256 GB)",(refurbished),10699,,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.25 cm Full HD+ Display,17.25,Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera,50MP + 2MP Dual ,8MP,17.25 cm Full HD+ Display,17.25 cm Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera,50MP + 2MP Dual Rear Camera | 8MP Front Camera
"realme 13 5G (Dark Purple, 256 GB)",realme,18900,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"POCO X6 Neo 5G (Martian Orange, 256 GB)",poco,17998,4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,12,256,1024,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,108MP + 2MP | 16MP Front Camera,108MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6080 Processor,Dimensity 6080 
"REDMI 14C 5G (Stardust Purple, 128 GB)",redmi,10499,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"realme P1 Speed 5G (Brushed Blue, 128 GB)",realme,14965,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"realme 13 5G (Dark Purple, 256 GB)",realme,23999,,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,12,256,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"OPPO Reno 12 5G (MATTE BROWN, 256 GB)",oppo,27999,4.4,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 50MP | 32MP + 32MP Dual Front Camera,50MP + 50MP ,,5000 mAh Battery,5000 ,MediaTek Dimensity 9200 Processor,MediaTek Dimensity 9200 
"REDMI 13C 5G (Startrail Green, 256 GB)",redmi,13299,4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 5MP Front Camera,50MP ,5MP,5000 mAh Battery,5000 ,Mediatek Dimensity 6100+ Processor,Mediatek Dimensity 6100+ 
"POCO X6 5G (Skyline Blue, 256 GB)",poco,21999,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP + 8MP + 2MP | 16MP Front Camera,64MP + 8MP + 2MP ,16MP,5100 mAh Battery,5100 ,7s Gen 2 Mobile Platform 5G Processor,7s Gen 2 Mobile Platform 5G 
"POCO M6 5G (Galactic Black, 64 GB)",poco,10770,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4,64,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 5MP Front Camera,50MP ,5MP,5000 mAh Battery,5000 ,Mediatek Dimensity 6100+ Processor,Mediatek Dimensity 6100+ 
"Nothing Phone (2a) 5G (White, 256 GB)",nothing,26999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,50MP (OIS) + 50MP ,32MP,5000 mAh Battery,5000 ,Dimensity 7200 Pro Processor,Dimensity 7200 Pro 
"realme P1 Speed 5G (Brushed Blue, 256 GB)",realme,18000,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"Apple iPhone 16e (Black, 128 GB)",apple,54900,4.6,128 GB ROM,,128,0,15.49 cm (6.1 inch) Super Retina XDR Display,15.49,Display,48MP Rear Camera | 12MP Front Camera,48MP ,12MP,"A18 Chip, 6 Core Processor","A18 Chip, 6 Core Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,1 year warranty for phone and 1 year warranty for in Box Accessories.
"realme Narzo N63 4G (Twilight Purple, 64 GB)",realme,7497,4.2,4 GB RAM | 64 GB ROM,4,64,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,Domestic Warranty 1 year for handset and 6 months for accessories.,Domestic Warranty 1 year for handset and 6 months for accessories.
"REDMI 13C 5G (Startrail Silver, 256 GB)",redmi,13299,4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 5MP Front Camera,50MP ,5MP,5000 mAh Battery,5000 ,Mediatek Dimensity 6100+ Processor,Mediatek Dimensity 6100+ 
"realme P1 Speed 5G (Textured Titanium, 128 GB)",realme,14995,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"realme Narzo N63 4G (Leather Blue, 128 GB)",realme,8490,4.2,4 GB RAM | 128 GB ROM,4,128,0,17.13 cm (6.745 inch) Display,17.13,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,Domestic Warranty 1 year for handset and 6 months for accessories.,Domestic Warranty 1 year for handset and 6 months for accessories.
"realme 12 5G (Twilight Purple, 128 GB)",realme,13999,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6,128,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,108MP + 2MP | 8MP Front Camera,108MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6100+ Processor,Dimensity 6100+ 
"REDMI 14C 5G (Stargaze Black, 128 GB)",redmi,11499,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"REDMI 12 5G (Moonstone Silver, 128 GB)",redmi,12499,4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Snapdragon 4 Gen 2 Processor,Snapdragon 4 Gen 2 
"realme 12+ 5G (Green, 256 GB)",realme,15999,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,50MP + 8MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7050 Processor,Dimensity 7050 
"POCO X6 5G (Snowstorm White, 256 GB)",poco,21999,4.3,12 GB RAM | 256 GB ROM,12,256,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP + 8MP + 2MP | 16MP Front Camera,64MP + 8MP + 2MP ,16MP,5100 mAh Battery,5100 ,7s Gen 2 Mobile Platform 5G Processor,7s Gen 2 Mobile Platform 5G 
"Samsung Galaxy F15 5G (Ash Black, 128 GB)",samsung,16999,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,6000 mAh Lithium ion Battery,6000 ,MediaTek Dimensity 6100+ Processor,MediaTek Dimensity 6100+ 
"REDMI 14C 5G (Starlight Blue, 128 GB)",redmi,10499,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"Samsung Galaxy F14 5G (OMG Black, 128 GB)",samsung,11990,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 2MP | 13MP Front Camera,50MP + 2MP ,13MP,6000 mAh Battery,6000 ,"Exynos 1330, Octa Core Processor","Exynos 1330, Octa Core "
"Acer Super ZX 5G (Cosmic Green, 128 GB)",acer,15990,,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Display,17.02,Display,64MP Rear Camera,64MP ,,5000 mAh Battery,5000 ,1 Year Manufacturer,1 Year Manufacturer
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",samsung,8499,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,4,64,0,17.02 cm (6.7 inch) HD+ Display,17.02,HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"POCO X6 5G (Skyline Blue, 256 GB)",poco,23999,4.3,12 GB RAM | 256 GB ROM,12,256,0,16.94 cm (6.67 inch) Display,16.94,Display,64MP + 8MP + 2MP | 16MP Front Camera,64MP + 8MP + 2MP ,16MP,5100 mAh Battery,5100 ,7s Gen 2 Mobile Platform 5G Processor,7s Gen 2 Mobile Platform 5G 
"REDMI 14C 5G (Starlight Blue, 128 GB)",redmi,11499,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"REDMI 13C 5G (Starlight Black, 256 GB)",redmi,13299,4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.12 cm (6.74 inch) HD+ Display,17.12,HD+ Display,50MP Rear Camera | 5MP Front Camera,50MP ,5MP,5000 mAh Battery,5000 ,Mediatek Dimensity 6100+ Processor,Mediatek Dimensity 6100+ 
"Samsung Galaxy F15 5G (Groovy Violet, 128 GB)",samsung,15999,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,6000 mAh Lithium ion Battery,6000 ,MediaTek Dimensity 6100+ Processor,MediaTek Dimensity 6100+ 
"REDMI 12 5G (Jade Black, 128 GB)",redmi,11999,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Snapdragon 4 Gen 2 Processor,Snapdragon 4 Gen 2 
"REDMI Note 13 5G (Arctic White, 128 GB)",redmi,15954,4.2,6 GB RAM | 128 GB ROM,6,128,0,16.94 cm (6.67 inch) Display,16.94,Display,108MP Rear Camera,108MP ,,5000 mAh Battery,5000 ,1 Year Brand Warranty,1 Year Brand Warranty
"Apple iPhone 16 (White, 128 GB)",apple,74900,4.6,128 GB ROM,,128,0,15.49 cm (6.1 inch) Super Retina XDR Display,15.49,Display,48MP + 12MP | 12MP Front Camera,48MP + 12MP ,12MP,"A18 Chip, 6 Core Processor Processor","A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,1 year warranty for phone and 1 year warranty for in Box Accessories.
"realme 12 5G (Green, 128 GB)",realme,13999,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6,128,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,108MP + 2MP | 8MP Front Camera,108MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6100+ Processor,Dimensity 6100+ 
"realme 12 5G (Twilight Purple, 128 GB)",realme,14999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,8,128,2048,17.07 cm (6.72 inch) Full HD+ Display,17.07,Full HD+ Display,108MP + 2MP | 8MP Front Camera,108MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6100+ Processor,Dimensity 6100+ 
"OPPO A3x 5G (Sparkle Black, 128 GB)",oppo,11999,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,4,128,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,8MP + 13MP | 5MP + 5MP Dual Front Camera,8MP + 13MP ,,5100 mAh Battery,5100 ,Dimensity 6300 Processor,Dimensity 6300 
"realme P1 Speed 5G (Textured Titanium, 256 GB)",realme,19990,4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,8,256,2048,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,5000 mAh Battery,5000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"REDMI 13c 5G (Startrail Silver, 128 GB)",redmi,,4.3,4 GB RAM | 128 GB ROM,4,128,0,17.12 cm (6.74 inch) Display,17.12,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year,1 Year
"(Refurbished) POCO X4 Pro 5G (Laser Blue, 128 GB)",(refurbished),12499,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,6.67 inch Full HD+ Display,16.94,Full HD+ Display,64MP + 8MP Dual Rear Camera | 16MP Front Camera,64MP + 8MP Dual ,16MP,6.67 inch Full HD+ Display,6.67 inch Full HD+ Display,64MP + 8MP Dual Rear Camera | 16MP Front Camera,64MP + 8MP Dual Rear Camera | 16MP Front Camera
"realme NARZO 70X 5G (Ice Blue, 128 GB)",realme,14499,4.3,8 GB RAM | 128 GB ROM,8,128,0,17.07 cm (6.72 inch) Display,17.07,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,"Dimensity 6100 Plus, Octa Core Processor","Dimensity 6100 Plus, Octa Core "
"realme NARZO 70X 5G (FOREST GREEN, 128 GB)",realme,10000,4.0,4 GB RAM | 128 GB ROM,4,128,0,17.07 cm (6.72 inch) Display,17.07,Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6100+ 5G Chipset Processor,Dimensity 6100+ 5G Chipset 
"realme NARZO 70X 5G (Forest Green, 128 GB)",realme,12741,4.3,8 GB RAM | 128 GB ROM,8,128,0,17.07 cm (6.72 inch) Display,17.07,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,"Dimensity 6100 Plus, Octa Core Processor","Dimensity 6100 Plus, Octa Core "
"LAVA Storm Play 5G (Dune Titanium, 128 GB)",lava,12990,,6 GB RAM | 128 GB ROM,6,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Handset Warranty and 6 Months Warranty on Accessories,1 Year Handset Warranty and 6 Months Warranty on Accessories
